negative,neutral,positive,compound
0.0,0.581,0.419,0.5574
0.0,0.801,0.199,0.7366
0.0,0.647,0.353,0.7184
0.0,1.0,0.0,0.0
0.375,0.625,0.0,-0.34
0.0,1.0,0.0,0.0
0.265,0.53,0.205,-0.2023
0.0,1.0,0.0,0.0
0.541,0.459,0.0,-0.7088
0.0,1.0,0.0,0.0
0.19,0.458,0.351,0.8176
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.142,0.645,0.213,0.0258
0.524,0.476,0.0,-0.296
0.318,0.682,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.26,0.481,0.26,0.0
0.623,0.377,0.0,-0.5106
0.444,0.556,0.0,-0.34
0.0,1.0,0.0,0.0
0.0,0.681,0.319,0.8336
0.185,0.815,0.0,-0.3612
0.0,0.732,0.268,0.6697
0.311,0.689,0.0,-0.3093
0.225,0.775,0.0,-0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.468,0.532,0.8442
0.0,1.0,0.0,0.0
0.0,0.468,0.532,0.8442
0.0,0.468,0.532,0.8442
0.0,1.0,0.0,0.0
0.0,0.566,0.434,0.3182
0.0,1.0,0.0,0.0
0.0,0.468,0.532,0.8442
0.0,0.706,0.294,0.3612
0.0,0.468,0.532,0.8442
0.0,1.0,0.0,0.0
0.105,0.418,0.477,0.836
0.0,1.0,0.0,0.0
0.45,0.167,0.383,-0.1027
0.0,1.0,0.0,0.0
0.474,0.526,0.0,-0.4019
0.508,0.492,0.0,-0.7351
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.474,0.526,0.0,-0.4019
0.767,0.233,0.0,-0.5106
0.0,1.0,0.0,0.0
0.125,0.875,0.0,-0.4023
0.101,0.899,0.0,-0.2023
0.239,0.761,0.0,-0.296
0.0,0.828,0.172,0.4404
0.189,0.811,0.0,-0.1027
0.091,0.909,0.0,-0.296
0.046,0.789,0.164,0.5574
0.046,0.789,0.164,0.5574
0.0,0.536,0.464,0.5367
0.25,0.455,0.295,-0.1037
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.216,0.784,0.0,-0.5267
0.574,0.426,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.585,0.415,0.4278
0.386,0.614,0.0,-0.6597
0.4,0.6,0.0,-0.25
0.0,1.0,0.0,0.0
0.367,0.633,0.0,-0.4404
0.556,0.373,0.071,-0.936
0.0,1.0,0.0,0.0
0.266,0.734,0.0,-0.5848
0.0,0.802,0.198,0.4939
0.0,1.0,0.0,0.0
0.0,0.526,0.474,0.4019
0.176,0.781,0.043,-0.5267
0.0,0.495,0.505,0.6249
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.196,0.804,0.0,-0.296
0.0,0.728,0.272,0.6808
0.0,1.0,0.0,0.0
0.242,0.758,0.0,-0.1531
0.0,0.588,0.412,0.4215
0.106,0.822,0.073,-0.0114
0.0,1.0,0.0,0.0
0.0,0.566,0.434,0.3182
0.202,0.52,0.277,0.0772
0.0,1.0,0.0,0.0
0.0,0.75,0.25,0.8402
0.0,0.779,0.221,0.7029
0.385,0.615,0.0,-0.3612
0.538,0.462,0.0,-0.5423
0.351,0.649,0.0,-0.6597
0.0,1.0,0.0,0.0
0.357,0.51,0.133,-0.4939
0.213,0.45,0.337,0.5372
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.474,0.526,0.0,-0.4019
0.232,0.563,0.204,-0.1027
0.368,0.387,0.245,-0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.577,0.423,0.765
0.239,0.761,0.0,-0.5719
0.0,1.0,0.0,0.0
0.0,0.752,0.248,0.5574
0.175,0.825,0.0,-0.5267
0.455,0.545,0.0,-0.3612
0.175,0.825,0.0,-0.5267
0.348,0.652,0.0,-0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.254,0.558,0.188,-0.5242
0.0,0.876,0.124,0.5046
0.0,1.0,0.0,0.0
0.0,0.164,0.836,0.4767
0.189,0.811,0.0,-0.1027
0.38,0.413,0.207,-0.2732
0.0,1.0,0.0,0.0
0.0,0.828,0.172,0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.144,0.616,0.24,0.34
0.412,0.588,0.0,-0.1027
0.355,0.645,0.0,-0.296
0.0,1.0,0.0,0.0
0.333,0.667,0.0,-0.25
0.623,0.377,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.3597
0.0,0.615,0.385,0.3612
0.535,0.465,0.0,-0.3182
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.868,0.132,0.0,-0.765
0.0,1.0,0.0,0.0
0.0,0.556,0.444,0.4939
0.0,1.0,0.0,0.0
0.0,0.789,0.211,0.4939
0.5,0.5,0.0,-0.4588
0.104,0.588,0.308,0.6705
0.0,0.548,0.452,0.5106
0.296,0.539,0.165,-0.6597
0.0,0.834,0.166,0.1511
0.144,0.577,0.279,0.34
0.206,0.688,0.106,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.417,0.583,0.6808
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.497,0.364,0.139,-0.7096
0.0,1.0,0.0,0.0
0.44,0.4,0.16,-0.5859
0.259,0.741,0.0,-0.1027
0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.5106
0.0,0.536,0.464,0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.649,0.351,0.4019
0.0,1.0,0.0,0.0
0.0,0.782,0.218,0.6486
0.0,0.635,0.365,0.3182
0.0,0.893,0.107,0.34
1.0,0.0,0.0,-0.5719
0.0,0.775,0.225,0.4939
0.0,1.0,0.0,0.0
0.31,0.69,0.0,-0.4019
0.259,0.741,0.0,-0.6002
0.0,0.6,0.4,0.7184
0.0,0.852,0.148,0.6369
0.0,1.0,0.0,0.0
0.292,0.708,0.0,-0.5106
0.397,0.603,0.0,-0.6808
0.097,0.903,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.621,0.379,0.7269
0.592,0.408,0.0,-0.4404
0.452,0.548,0.0,-0.5106
0.0,0.476,0.524,0.6707
0.0,1.0,0.0,0.0
0.31,0.69,0.0,-0.4019
0.258,0.635,0.107,-0.5475
0.24,0.625,0.135,-0.4603
0.0,0.8,0.2,0.3612
0.474,0.526,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.789,0.211,0.34
0.328,0.672,0.0,-0.5994
0.239,0.217,0.543,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.353,0.647,0.0,-0.7184
0.366,0.634,0.0,-0.6369
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.837,0.163,0.5719
0.0,0.345,0.655,0.9231
0.0,0.545,0.455,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.597,0.403,0.4019
0.355,0.645,0.0,-0.5106
0.0,0.739,0.261,0.6486
0.167,0.833,0.0,-0.1531
0.0,1.0,0.0,0.0
0.37,0.63,0.0,-0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.564,0.436,0.0,-0.596
0.0,1.0,0.0,0.0
0.491,0.509,0.0,-0.4391
0.0,1.0,0.0,0.0
0.5,0.5,0.0,-0.4588
0.0,1.0,0.0,0.0
0.722,0.278,0.0,-0.3818
0.0,0.889,0.111,0.25
0.15,0.85,0.0,-0.368
0.524,0.476,0.0,-0.5106
0.524,0.476,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,0.851,0.149,0.4215
0.0,0.635,0.365,0.3182
0.082,0.716,0.202,0.5963
0.0,1.0,0.0,0.0
0.172,0.433,0.395,0.6872
0.423,0.577,0.0,-0.296
0.0,0.377,0.623,0.5106
0.078,0.922,0.0,-0.0258
0.0,1.0,0.0,0.0
0.0,0.426,0.574,0.4019
0.0,0.526,0.474,0.5574
0.0,1.0,0.0,0.0
0.0,0.894,0.106,0.1531
0.474,0.526,0.0,-0.4019
0.0,0.714,0.286,0.4215
0.0,1.0,0.0,0.0
0.0,0.885,0.115,0.0762
0.0,0.408,0.592,0.7003
0.73,0.27,0.0,-0.4019
0.336,0.664,0.0,-0.4648
0.457,0.543,0.0,-0.7096
0.258,0.742,0.0,-0.1877
0.284,0.421,0.295,0.0258
0.0,1.0,0.0,0.0
0.0,0.602,0.398,0.5106
0.0,0.51,0.49,0.5859
0.0,1.0,0.0,0.0
0.0,0.733,0.267,0.3724
0.0,0.86,0.14,0.4767
0.242,0.503,0.255,0.0191
0.369,0.561,0.07,-0.8807
0.124,0.876,0.0,-0.4019
0.0,1.0,0.0,0.0
0.565,0.435,0.0,-0.3818
0.248,0.578,0.174,-0.224
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.597,0.403,0.4019
0.106,0.894,0.0,-0.0772
0.0,0.905,0.095,0.2263
0.0,0.713,0.287,0.6166
0.0,0.465,0.535,0.3182
0.0,0.712,0.288,0.4995
0.0,1.0,0.0,0.0
0.097,0.649,0.254,0.6486
0.315,0.685,0.0,-0.7845
0.256,0.657,0.087,-0.5994
0.259,0.741,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.633,0.367,0.4404
0.0,1.0,0.0,0.0
0.0,0.769,0.231,0.2023
0.259,0.741,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.619,0.381,0.7804
0.119,0.757,0.124,0.0258
0.198,0.18,0.622,0.6908
0.318,0.682,0.0,-0.1027
0.0,0.725,0.275,0.2263
0.0,1.0,0.0,0.0
0.417,0.583,0.0,-0.8625
0.222,0.556,0.222,0.25
0.174,0.604,0.221,0.1779
0.0,1.0,0.0,0.0
0.113,0.606,0.28,0.6293
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.429,0.435,0.136,-0.6597
0.0,1.0,0.0,0.0
0.292,0.708,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.095,0.704,0.201,0.4588
0.0,0.444,0.556,0.3612
0.605,0.395,0.0,-0.5574
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.455,0.545,0.5574
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.35,0.65,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.141,0.799,0.06,-0.4675
0.0,0.545,0.455,0.3612
0.0,1.0,0.0,0.0
0.133,0.667,0.2,0.2263
0.136,0.864,0.0,-0.5106
0.0,1.0,0.0,0.0
0.1,0.602,0.297,0.5994
0.213,0.787,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.833,0.167,0.2023
0.0,0.769,0.231,0.2732
0.0,1.0,0.0,0.0
0.423,0.577,0.0,-0.765
0.767,0.233,0.0,-0.765
0.068,0.523,0.408,0.867
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.324,0.676,0.0,-0.34
0.556,0.444,0.0,-0.3612
0.067,0.933,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,0.678,0.322,0.2263
0.0,1.0,0.0,0.0
0.231,0.769,0.0,-0.4019
0.0,0.714,0.286,0.5574
0.0,1.0,0.0,0.0
0.32,0.68,0.0,-0.5106
0.474,0.526,0.0,-0.4019
0.286,0.714,0.0,-0.4215
0.0,1.0,0.0,0.0
0.146,0.854,0.0,-0.0516
0.171,0.597,0.233,0.3167
0.545,0.455,0.0,-0.5574
0.0,1.0,0.0,0.0
0.14,0.86,0.0,-0.4767
0.205,0.556,0.24,0.1027
0.443,0.557,0.0,-0.1513
0.0,0.696,0.304,0.8625
0.0,0.753,0.247,0.5574
0.102,0.551,0.347,0.8924
0.243,0.688,0.069,-0.7978
0.0,0.408,0.592,0.4404
0.0,1.0,0.0,0.0
0.0,0.936,0.064,0.0258
0.0,1.0,0.0,0.0
0.0,0.765,0.235,0.4588
0.067,0.933,0.0,-0.0572
0.164,0.614,0.223,0.1943
0.0,1.0,0.0,0.0
0.08,0.575,0.345,0.6808
0.0,0.635,0.365,0.3182
0.0,0.653,0.347,0.7096
0.167,0.667,0.167,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.872,0.128,0.2263
0.281,0.719,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.243,0.631,0.126,-0.3818
0.157,0.843,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,0.513,0.487,0.2263
0.32,0.68,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,0.594,0.406,0.802
0.0,1.0,0.0,0.0
0.565,0.435,0.0,-0.3818
0.0,0.597,0.403,0.4019
0.34,0.59,0.07,-0.8628
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.301,0.35,0.35,-0.0772
0.206,0.725,0.069,-0.5574
0.623,0.377,0.0,-0.5106
0.322,0.592,0.086,-0.5574
0.0,0.805,0.195,0.1779
0.068,0.932,0.0,-0.2732
0.148,0.7,0.152,0.2732
0.474,0.526,0.0,-0.2023
0.0,1.0,0.0,0.0
0.268,0.732,0.0,-0.5106
0.28,0.72,0.0,-0.4389
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.301,0.699,0.0,-0.802
0.0,0.864,0.136,0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.737,0.263,0.0,-0.6808
0.467,0.533,0.0,-0.5423
0.0,1.0,0.0,0.0
0.181,0.717,0.102,-0.0258
0.778,0.222,0.0,-0.5423
0.0,1.0,0.0,0.0
0.187,0.554,0.259,0.2648
0.0,1.0,0.0,0.0
0.0,0.674,0.326,0.7717
0.0,1.0,0.0,0.0
0.342,0.563,0.095,-0.7728
0.0,1.0,0.0,0.0
0.355,0.645,0.0,-0.5106
0.215,0.462,0.323,0.1779
0.0,1.0,0.0,0.0
0.185,0.724,0.091,-0.2472
0.0,1.0,0.0,0.0
0.0,0.584,0.416,0.7506
0.0,0.756,0.244,0.4404
0.156,0.844,0.0,-0.2584
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.26,0.74,0.0,-0.5511
0.213,0.645,0.142,-0.2732
0.159,0.58,0.261,0.1027
0.0,0.0,1.0,0.3612
0.0,0.426,0.574,0.4019
0.148,0.655,0.197,0.204
0.0,1.0,0.0,0.0
0.464,0.536,0.0,-0.3818
0.38,0.423,0.197,-0.3818
0.279,0.543,0.178,-0.0772
0.278,0.722,0.0,-0.875
0.201,0.597,0.201,0.0
0.324,0.676,0.0,-0.34
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.247,0.753,0.7269
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.531,0.469,0.0,-0.5267
0.455,0.545,0.0,-0.3612
0.07,0.749,0.182,0.4767
0.0,0.838,0.162,0.6597
0.286,0.714,0.0,-0.3412
0.527,0.473,0.0,-0.836
0.113,0.609,0.278,0.4404
0.0,0.843,0.157,0.4215
0.466,0.402,0.132,-0.7003
0.0,1.0,0.0,0.0
0.0,0.68,0.32,0.5106
0.0,1.0,0.0,0.0
0.0,0.408,0.592,0.4404
0.147,0.733,0.12,-0.1027
0.0,1.0,0.0,0.0
0.0,0.58,0.42,0.4404
0.0,0.706,0.294,0.3612
0.216,0.32,0.464,0.4767
0.268,0.732,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.273,0.505,0.222,-0.128
0.0,0.69,0.31,0.2023
0.297,0.703,0.0,-0.2755
0.615,0.385,0.0,-0.5859
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.098,0.902,0.0,-0.0772
0.0,1.0,0.0,0.0
0.327,0.523,0.15,-0.4019
0.193,0.807,0.0,-0.3875
0.0,0.856,0.144,0.6369
0.18,0.82,0.0,-0.5574
0.355,0.645,0.0,-0.6597
0.176,0.642,0.182,-0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.275,0.375,0.35,0.1531
0.0,1.0,0.0,0.0
0.0,0.83,0.17,0.3089
0.0,0.787,0.213,0.4019
0.0,0.633,0.367,0.4404
0.0,1.0,0.0,0.0
0.189,0.811,0.0,-0.2732
0.0,1.0,0.0,0.0
0.574,0.426,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.388,0.612,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.113,0.606,0.28,0.6293
0.302,0.698,0.0,-0.3818
0.0,0.58,0.42,0.4404
0.0,1.0,0.0,0.0
0.31,0.69,0.0,-0.4019
0.231,0.769,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.775,0.225,0.4939
0.565,0.435,0.0,-0.3818
0.257,0.476,0.267,0.0258
0.0,1.0,0.0,0.0
0.252,0.748,0.0,-0.4019
0.31,0.69,0.0,-0.4019
0.0,1.0,0.0,0.0
0.434,0.4,0.166,-0.5719
0.0,0.86,0.14,0.0772
0.474,0.526,0.0,-0.4019
0.0,0.85,0.15,0.5719
0.0,1.0,0.0,0.0
0.0,0.856,0.144,0.4019
0.0,0.802,0.198,0.6369
0.146,0.432,0.422,0.6249
0.0,1.0,0.0,0.0
0.0,0.819,0.181,0.4939
0.0,1.0,0.0,0.0
0.474,0.526,0.0,-0.4019
0.0,0.484,0.516,0.4939
0.0,1.0,0.0,0.0
0.0,0.738,0.262,0.4939
0.0,1.0,0.0,0.0
0.274,0.726,0.0,-0.5994
0.211,0.789,0.0,-0.6808
0.0,0.828,0.172,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.545,0.455,0.0,-0.5574
0.24,0.554,0.207,-0.1832
0.431,0.569,0.0,-0.6486
0.0,1.0,0.0,0.0
0.216,0.784,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.734,0.266,0.4404
0.623,0.377,0.0,-0.5106
0.095,0.814,0.092,0.2263
0.129,0.659,0.212,0.25
0.0,0.868,0.132,0.4404
0.162,0.634,0.204,0.1531
0.626,0.374,0.0,-0.7717
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.08,0.92,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.418,0.253,0.329,-0.1779
0.342,0.658,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.116,0.421,0.463,0.926
0.263,0.737,0.0,-0.3612
0.412,0.588,0.0,-0.2732
0.0,0.748,0.252,0.4019
0.0,1.0,0.0,0.0
0.0,0.861,0.139,0.2732
0.28,0.617,0.103,-0.5106
0.412,0.588,0.0,-0.2023
0.0,1.0,0.0,0.0
0.0,0.758,0.242,0.7506
0.0,0.903,0.097,0.4201
0.0,0.637,0.363,0.8658
0.0,0.884,0.116,0.3612
0.0,0.625,0.375,0.9118
0.0,0.526,0.474,0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.769,0.231,0.3412
0.0,1.0,0.0,0.0
0.0,0.732,0.268,0.6697
0.0,1.0,0.0,0.0
0.326,0.53,0.144,-0.7003
0.316,0.421,0.263,-0.25
0.165,0.647,0.188,0.34
0.292,0.708,0.0,-0.5106
0.778,0.222,0.0,-0.5423
0.224,0.4,0.376,0.4404
0.167,0.833,0.0,-0.1027
0.403,0.597,0.0,-0.4019
0.108,0.769,0.123,0.34
0.0,1.0,0.0,0.0
0.098,0.714,0.188,0.4588
0.0,0.685,0.315,0.3182
0.615,0.385,0.0,-0.8225
0.0,0.679,0.321,0.8957
0.0,1.0,0.0,0.0
0.163,0.74,0.098,-0.296
0.0,0.823,0.177,0.4215
0.524,0.476,0.0,-0.296
0.0,0.863,0.137,0.4019
0.187,0.813,0.0,-0.5574
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,0.571,0.429,0.4588
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.163,0.837,0.0,-0.5106
0.0,0.797,0.203,0.4215
0.163,0.74,0.098,-0.296
0.163,0.74,0.098,-0.296
0.074,0.744,0.182,0.5574
0.0,0.597,0.403,0.4019
0.18,0.82,0.0,-0.5106
0.135,0.659,0.207,0.34
0.0,1.0,0.0,0.0
0.0,0.722,0.278,0.6124
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.744,0.256,0.0,-0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
