negative,neutral,positive,compound
0.0,1.0,0.0,0.0
0.0,0.734,0.266,0.2057
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.787,0.213,0.4019
0.0,1.0,0.0,0.0
0.286,0.714,0.0,-0.0516
0.0,1.0,0.0,0.0
0.767,0.233,0.0,-0.5106
0.0,1.0,0.0,0.0
0.167,0.833,0.0,-0.4215
0.0,1.0,0.0,0.0
0.378,0.622,0.0,-0.8668
0.126,0.368,0.506,0.8038
0.188,0.574,0.239,0.1376
0.0,0.707,0.293,0.4404
0.0,0.527,0.473,0.659
0.0,0.578,0.422,0.8555
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.213,0.787,0.0,-0.2263
0.0,1.0,0.0,0.0
0.0,0.562,0.438,0.7003
0.722,0.278,0.0,-0.3818
0.268,0.732,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.634,0.366,0.6705
0.0,1.0,0.0,0.0
0.403,0.597,0.0,-0.4019
0.0,0.408,0.592,0.7003
0.195,0.805,0.0,-0.1779
0.0,0.757,0.243,0.7906
0.0,1.0,0.0,0.0
0.0,0.521,0.479,0.8934
0.0,0.69,0.31,0.4019
0.0,1.0,0.0,0.0
0.0,0.816,0.184,0.4019
0.0,1.0,0.0,0.0
0.351,0.649,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.372,0.628,0.0,-0.7717
0.386,0.614,0.0,-0.2235
0.0,1.0,0.0,0.0
0.117,0.78,0.103,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.057,0.572,0.371,0.8268
0.0,1.0,0.0,0.0
0.0,0.792,0.208,0.2732
0.474,0.526,0.0,-0.4019
0.0,0.787,0.213,0.4019
0.0,1.0,0.0,0.0
0.318,0.682,0.0,-0.1027
0.0,1.0,0.0,0.0
0.086,0.791,0.122,0.268
0.403,0.597,0.0,-0.4019
0.0,0.588,0.412,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.113,0.887,0.0,-0.1027
0.31,0.69,0.0,-0.4019
0.124,0.619,0.257,0.3612
0.0,0.734,0.266,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.87,0.13,0.4019
0.0,1.0,0.0,0.0
0.344,0.656,0.0,-0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.403,0.597,0.0,-0.4019
0.292,0.708,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.256,0.744,0.7003
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.32,0.68,0.0,-0.6342
0.538,0.462,0.0,-0.5423
0.0,0.73,0.27,0.5719
0.205,0.67,0.125,-0.5017
0.268,0.732,0.0,-0.5106
0.0,0.282,0.718,0.6249
0.0,0.816,0.184,0.4019
0.0,0.805,0.195,0.6204
0.467,0.533,0.0,-0.5423
0.0,1.0,0.0,0.0
0.093,0.366,0.541,0.9001
0.0,1.0,0.0,0.0
0.0,0.455,0.545,0.7184
0.136,0.864,0.0,-0.296
0.0,0.357,0.643,0.8689
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.474,0.526,0.0,-0.2023
0.0,0.929,0.071,0.1901
0.116,0.741,0.143,0.128
0.0,1.0,0.0,0.0
0.125,0.626,0.248,0.3348
0.0,1.0,0.0,0.0
0.333,0.667,0.0,-0.3612
0.278,0.722,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.764,0.236,0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.871,0.129,0.5719
0.0,1.0,0.0,0.0
0.592,0.408,0.0,-0.4404
0.207,0.721,0.073,-0.5834
0.351,0.426,0.223,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.204,0.796,0.0,-0.3182
0.085,0.723,0.192,0.5267
0.0,1.0,0.0,0.0
0.123,0.7,0.177,0.3818
0.0,0.756,0.244,0.4404
0.0,0.669,0.331,0.886
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.86,0.14,0.4767
0.403,0.597,0.0,-0.4019
0.0,1.0,0.0,0.0
0.138,0.491,0.372,0.5168
0.0,0.785,0.215,0.6369
0.086,0.791,0.122,0.268
0.0,0.63,0.37,0.8316
0.243,0.706,0.051,-0.5999
0.0,0.424,0.576,0.7783
0.135,0.865,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,0.794,0.206,0.3252
0.0,1.0,0.0,0.0
0.722,0.278,0.0,-0.3818
0.138,0.64,0.222,0.3041
0.0,0.722,0.278,0.743
0.266,0.734,0.0,-0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.752,0.248,0.507
0.0,1.0,0.0,0.0
0.423,0.577,0.0,-0.296
0.115,0.701,0.185,0.296
0.0,0.592,0.408,0.9201
0.0,0.554,0.446,0.9286
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.081,0.809,0.11,0.128
0.0,0.708,0.292,0.765
0.351,0.649,0.0,-0.4019
0.0,1.0,0.0,0.0
0.518,0.482,0.0,-0.6486
0.247,0.411,0.342,0.1027
0.178,0.822,0.0,-0.3818
0.157,0.843,0.0,-0.0772
0.0,1.0,0.0,0.0
0.385,0.615,0.0,-0.4588
0.242,0.758,0.0,-0.4939
0.0,0.686,0.314,0.4939
0.0,0.838,0.162,0.4019
0.128,0.722,0.15,0.1027
0.424,0.576,0.0,-0.748
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.278,0.722,0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.058,0.578,0.364,0.8402
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.891,0.109,0.4019
0.0,1.0,0.0,0.0
0.314,0.686,0.0,-0.4939
0.08,0.722,0.198,0.4749
0.0,1.0,0.0,0.0
0.722,0.278,0.0,-0.3818
0.0,1.0,0.0,0.0
0.277,0.723,0.0,-0.3182
0.179,0.821,0.0,-0.2411
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.277,0.723,0.0,-0.3182
0.0,1.0,0.0,0.0
0.73,0.27,0.0,-0.4019
0.08,0.62,0.299,0.6124
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.778,0.222,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,0.492,0.508,0.4767
0.062,0.938,0.0,-0.1531
0.403,0.597,0.0,-0.4019
0.0,0.827,0.173,0.3182
0.0,0.323,0.677,0.6369
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.538,0.462,0.0,-0.5423
0.191,0.809,0.0,-0.3818
0.167,0.833,0.0,-0.296
0.0,0.678,0.322,0.2263
0.538,0.462,0.0,-0.5423
0.0,0.844,0.156,0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.574,0.426,0.0,-0.4019
0.0,0.787,0.213,0.4019
0.265,0.565,0.169,-0.2975
0.25,0.75,0.0,-0.4576
0.145,0.699,0.156,0.0516
0.0,1.0,0.0,0.0
0.538,0.462,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.241,0.536,0.223,-0.0516
0.574,0.426,0.0,-0.4019
0.0,1.0,0.0,0.0
0.237,0.763,0.0,-0.4767
0.106,0.894,0.0,-0.3612
0.412,0.588,0.0,-0.743
0.196,0.804,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.225,0.775,0.0,-0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.256,0.544,0.2,-0.1832
0.262,0.738,0.0,-0.4927
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.3,0.444,0.256,-0.1027
0.0,0.85,0.15,0.4382
0.661,0.339,0.0,-0.5994
0.0,1.0,0.0,0.0
0.0,0.638,0.362,0.1779
0.0,0.756,0.244,0.4404
0.268,0.732,0.0,-0.5106
0.0,0.698,0.302,0.6355
0.295,0.491,0.215,-0.1197
0.123,0.877,0.0,-0.1027
0.0,0.775,0.225,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.775,0.225,0.4404
0.0,1.0,0.0,0.0
0.437,0.563,0.0,-0.4767
0.394,0.606,0.0,-0.5994
0.0,1.0,0.0,0.0
0.232,0.596,0.172,-0.4215
0.0,1.0,0.0,0.0
0.385,0.615,0.0,-0.4824
0.0,0.641,0.359,0.6808
0.0,0.743,0.257,0.6808
0.0,1.0,0.0,0.0
0.0,0.678,0.322,0.8591
0.262,0.298,0.44,0.4588
0.0,0.653,0.347,0.8173
0.135,0.865,0.0,-0.3612
0.0,0.602,0.398,0.5106
0.259,0.741,0.0,-0.1027
0.0,1.0,0.0,0.0
0.697,0.303,0.0,-0.7841
0.365,0.635,0.0,-0.3182
0.0,0.791,0.209,0.4404
0.307,0.545,0.149,-0.4939
0.368,0.632,0.0,-0.5423
0.107,0.893,0.0,-0.2023
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.611,0.389,0.7906
0.0,0.775,0.225,0.4404
0.0,0.444,0.556,0.8176
0.0,0.691,0.309,0.7003
0.0,0.671,0.329,0.5994
0.0,0.818,0.182,0.4404
0.0,0.897,0.103,0.3875
0.0,0.818,0.182,0.25
0.121,0.535,0.344,0.5809
0.0,0.758,0.242,0.7251
0.0,1.0,0.0,0.0
0.161,0.839,0.0,-0.3182
0.0,0.769,0.231,0.4019
0.252,0.748,0.0,-0.4019
0.0,0.775,0.225,0.4404
0.0,0.0,1.0,0.296
0.0,1.0,0.0,0.0
0.0,0.623,0.377,0.8658
0.13,0.764,0.106,-0.0951
0.0,0.569,0.431,0.8442
0.0,0.623,0.377,0.2057
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.859,0.141,0.3182
0.0,0.651,0.349,0.7096
0.0,0.526,0.474,0.6597
0.0,1.0,0.0,0.0
0.0,0.82,0.18,0.5574
0.0,1.0,0.0,0.0
0.0,0.818,0.182,0.4404
0.219,0.781,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,0.357,0.643,0.5574
0.0,0.844,0.156,0.34
0.0,0.812,0.188,0.5267
0.392,0.417,0.192,-0.34
0.0,1.0,0.0,0.0
0.0,0.354,0.646,0.743
0.085,0.566,0.349,0.694
0.0,0.882,0.118,0.34
0.0,1.0,0.0,0.0
0.113,0.887,0.0,-0.5106
0.0,0.73,0.27,0.4019
0.0,0.874,0.126,0.0762
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.215,0.726,0.059,-0.7018
0.272,0.647,0.082,-0.7761
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.225,0.775,0.0,-0.4404
0.109,0.703,0.187,0.25
0.0,1.0,0.0,0.0
0.286,0.714,0.0,-0.1531
0.0,0.784,0.216,0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.762,0.238,0.2924
0.0,0.508,0.492,0.4404
0.0,0.784,0.216,0.296
0.209,0.523,0.267,0.25
0.0,0.85,0.15,0.3182
0.0,1.0,0.0,0.0
0.141,0.606,0.253,0.2732
0.0,0.506,0.494,0.7783
0.0,0.792,0.208,0.6705
0.0,0.471,0.529,0.5423
0.0,0.556,0.444,0.6597
0.0,0.69,0.31,0.6597
0.0,0.571,0.429,0.5423
0.143,0.759,0.097,-0.2732
0.0,0.776,0.224,0.3804
0.0,0.667,0.333,0.3612
0.0,0.753,0.247,0.3182
0.0,0.827,0.173,0.3182
0.0,0.632,0.368,0.7501
0.0,1.0,0.0,0.0
0.0,0.796,0.204,0.3182
0.0,1.0,0.0,0.0
0.0,0.662,0.338,0.6249
0.0,0.486,0.514,0.7506
0.0,0.588,0.412,0.7717
0.0,0.532,0.468,0.8316
0.0,0.581,0.419,0.6195
0.0,0.497,0.503,0.7964
0.218,0.682,0.1,-0.3818
0.0,0.536,0.464,0.6369
0.0,0.652,0.348,0.4939
0.0,0.395,0.605,0.802
0.0,0.506,0.494,0.8316
0.0,0.571,0.429,0.5423
0.0,0.82,0.18,0.296
0.0,0.465,0.535,0.7096
0.0,0.732,0.268,0.296
0.0,0.542,0.458,0.765
0.0,1.0,0.0,0.0
0.0,0.571,0.429,0.5423
0.0,0.753,0.247,0.3182
0.0,0.313,0.687,0.9214
0.0,0.723,0.277,0.3182
0.0,0.784,0.216,0.296
0.0,0.837,0.163,0.5994
0.0,1.0,0.0,0.0
0.0,0.827,0.173,0.3182
0.0,0.635,0.365,0.5574
0.0,0.792,0.208,0.6124
0.195,0.729,0.076,-0.4449
0.0,0.559,0.441,0.7845
0.207,0.621,0.172,0.128
0.524,0.476,0.0,-0.296
0.0,0.876,0.124,0.34
0.0,0.84,0.16,0.4939
0.0,0.481,0.519,0.9001
0.398,0.602,0.0,-0.5106
0.0,0.874,0.126,0.3182
0.0,0.599,0.401,0.8658
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.734,0.266,0.4404
0.0,0.705,0.295,0.5574
0.0,0.839,0.161,0.3182
0.163,0.602,0.235,-0.2023
0.169,0.606,0.225,0.0772
0.0,0.751,0.249,0.5106
0.0,0.753,0.247,0.3182
0.0,0.791,0.209,0.4404
0.0,0.526,0.474,0.836
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.769,0.231,0.4019
0.0,1.0,0.0,0.0
0.0,0.667,0.333,0.3612
0.508,0.492,0.0,-0.4767
0.565,0.435,0.0,-0.3818
0.387,0.613,0.0,-0.8481
0.0,0.738,0.262,0.5994
0.0,0.444,0.556,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.065,0.74,0.195,0.6597
0.0,1.0,0.0,0.0
0.524,0.476,0.0,-0.6705
0.0,1.0,0.0,0.0
0.0,0.726,0.274,0.5267
0.0,1.0,0.0,0.0
0.524,0.476,0.0,-0.5106
0.0,1.0,0.0,0.0
0.401,0.599,0.0,-0.7713
0.0,1.0,0.0,0.0
0.0,0.536,0.464,0.6369
0.0,0.722,0.278,0.4019
0.0,0.815,0.185,0.3612
0.306,0.694,0.0,-0.296
0.0,1.0,0.0,0.0
0.444,0.556,0.0,-0.4939
0.081,0.919,0.0,-0.3182
0.0,0.577,0.423,0.765
0.0,1.0,0.0,0.0
0.361,0.639,0.0,-0.8625
0.0,1.0,0.0,0.0
0.0,0.748,0.252,0.4019
0.0,1.0,0.0,0.0
0.294,0.706,0.0,-0.6124
0.219,0.781,0.0,-0.1027
0.078,0.782,0.14,0.2732
0.0,1.0,0.0,0.0
0.0,0.706,0.294,0.3612
0.537,0.463,0.0,-0.7003
0.0,0.267,0.733,0.6705
0.117,0.667,0.217,0.296
0.0,1.0,0.0,0.0
0.276,0.476,0.248,-0.0772
0.545,0.455,0.0,-0.7184
0.0,1.0,0.0,0.0
0.351,0.649,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.278,0.722,0.0,-0.4019
0.0,0.8,0.2,0.3612
0.0,0.714,0.286,0.4215
0.73,0.27,0.0,-0.4019
0.462,0.538,0.0,-0.6486
0.14,0.86,0.0,-0.0772
0.574,0.426,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.824,0.176,0.6369
0.431,0.325,0.244,-0.5367
0.456,0.409,0.135,-0.6705
0.0,0.683,0.317,0.802
0.0,1.0,0.0,0.0
0.435,0.565,0.0,-0.6597
0.484,0.516,0.0,-0.8176
0.278,0.722,0.0,-0.4019
0.0,0.577,0.423,0.296
0.552,0.448,0.0,-0.5719
0.722,0.278,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.553,0.447,0.836
0.0,1.0,0.0,0.0
0.351,0.649,0.0,-0.4019
0.565,0.435,0.0,-0.6369
0.298,0.702,0.0,-0.5267
0.0,0.674,0.326,0.4404
0.0,0.809,0.191,0.3818
0.0,1.0,0.0,0.0
0.351,0.649,0.0,-0.4019
0.166,0.644,0.19,0.1779
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.435,0.565,0.0772
0.73,0.27,0.0,-0.4019
0.253,0.623,0.124,-0.5132
0.103,0.661,0.236,0.4939
0.41,0.59,0.0,-0.7401
0.0,1.0,0.0,0.0
0.098,0.797,0.105,0.0516
0.0,1.0,0.0,0.0
0.259,0.741,0.0,-0.4215
0.073,0.782,0.145,0.3182
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.714,0.286,0.5267
0.0,1.0,0.0,0.0
0.0,0.492,0.508,0.4767
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.848,0.152,0.4168
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.119,0.685,0.196,0.1531
0.248,0.54,0.213,-0.2732
0.292,0.708,0.0,-0.5106
0.0,0.457,0.543,0.6059
0.0,1.0,0.0,0.0
0.0,0.827,0.173,0.3182
0.23,0.601,0.169,-0.0274
0.0,0.901,0.099,0.0258
0.0,1.0,0.0,0.0
0.552,0.448,0.0,-0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.762,0.238,0.3612
0.0,0.775,0.225,0.4404
0.346,0.385,0.269,-0.1531
0.0,0.762,0.238,0.3612
0.0,1.0,0.0,0.0
0.0,0.917,0.083,0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.315,0.685,0.0,-0.5574
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.302,0.698,0.0,-0.3818
0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.5267
0.0,1.0,0.0,0.0
0.32,0.68,0.0,-0.5719
0.0,1.0,0.0,0.0
0.0,0.725,0.275,0.4215
0.429,0.159,0.413,-0.0258
0.177,0.823,0.0,-0.2023
0.0,1.0,0.0,0.0
0.0,0.927,0.073,0.3182
0.0,1.0,0.0,0.0
0.337,0.663,0.0,-0.7277
0.0,0.879,0.121,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.185,0.815,0.0,-0.3612
0.376,0.495,0.128,-0.362
0.197,0.803,0.0,-0.4019
0.0,1.0,0.0,0.0
0.524,0.476,0.0,-0.296
0.0,0.588,0.412,0.4215
0.0,0.429,0.571,0.9432
0.0,1.0,0.0,0.0
0.286,0.714,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,0.772,0.228,0.6808
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.565,0.435,0.0,-0.5994
0.149,0.743,0.108,-0.0516
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.305,0.695,0.5511
0.167,0.679,0.154,-0.0516
0.0,1.0,0.0,0.0
0.168,0.588,0.244,0.2263
0.103,0.712,0.185,0.4767
0.323,0.538,0.139,-0.8176
0.0,1.0,0.0,0.0
0.0,0.674,0.326,0.4404
0.574,0.426,0.0,-0.4019
0.0,0.777,0.223,0.3182
0.0,1.0,0.0,0.0
0.0,0.674,0.326,0.4404
0.237,0.526,0.237,0.0
0.258,0.663,0.079,-0.63
0.0,1.0,0.0,0.0
0.0,0.706,0.294,0.3612
0.333,0.667,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.5859
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.857,0.143,0.3612
0.0,0.637,0.363,0.8126
0.159,0.706,0.135,-0.1027
0.0,1.0,0.0,0.0
0.0,0.66,0.34,0.5574
0.574,0.426,0.0,-0.4019
0.0,0.741,0.259,0.4215
0.0,0.805,0.195,0.4404
0.643,0.357,0.0,-0.6597
0.524,0.476,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.777,0.223,0.7841
0.524,0.476,0.0,-0.296
0.0,0.824,0.176,0.4939
0.203,0.405,0.392,0.34
0.0,0.37,0.63,0.1779
0.0,1.0,0.0,0.0
0.0,0.351,0.649,0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.318,0.682,0.0,-0.3818
0.0,0.67,0.33,0.6623
0.0,0.822,0.178,0.0772
0.126,0.749,0.124,-0.0258
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.387,0.43,0.183,-0.4404
0.474,0.526,0.0,-0.4019
